lncRNA,score,rank
NONMMUG029630,0.578445513,851
NONMMUG004622,0.578147817,852
NONMMUG005693,0.578121972,853
NONMMUG026656,0.577825738,854
Gm15830,0.577774572,855
NONMMUG017229,0.577655404,856
NONMMUG014726,0.577580371,857
A130049A11Rik,0.577420075,858
NONMMUG004477,0.577183881,859
NONMMUG015211,0.577144926,860
1810026B05Rik,0.576776931,861
NONMMUG025743,0.576541393,862
NONMMUG024284,0.57650859,863
NONMMUG027249,0.576405831,864
NONMMUG012821,0.576396989,865
NONMMUG043810,0.576330222,866
NONMMUG030324,0.576157335,867
NONMMUG042496,0.576106413,868
NONMMUG005759,0.576030135,869
NONMMUG038009,0.575970166,870
NONMMUG031913,0.575798183,871
NONMMUG033648,0.575618916,872
Dlx1as,0.575586973,873
NONMMUG043291,0.575571135,874
NONMMUG034241,0.575253582,875
NONMMUG017429,0.575137163,876
NONMMUG042951,0.57499031,877
NONMMUG011968,0.574922959,878
NONMMUG019198,0.574917079,879
NONMMUG027833,0.574766248,880
Gm12781,0.574701882,881
NONMMUG013862,0.574694377,882
NONMMUG038452,0.574641909,883
Gm14303,0.57450786,884
AC124336.1,0.574142989,885
NONMMUG040647,0.573786743,886
D230002A01Rik,0.573594955,887
NONMMUG025538,0.573547149,888
5430416N02Rik,0.573475383,889
NONMMUG025334,0.573301055,890
2810008D09Rik,0.57307844,891
NONMMUG015136,0.572888167,892
NONMMUG018786,0.572754004,893
NONMMUG021755,0.572594912,894
NONMMUG029235,0.572588256,895
NONMMUG017313,0.572444366,896
Gm9987,0.572345595,897
NONMMUG043452,0.572235814,898
NONMMUG042216,0.572164842,899
NONMMUG026467,0.571871745,900
NONMMUG034099,0.571760341,901
NONMMUG020858,0.571704182,902
RP23-168E14.4,0.571432404,903
NONMMUG009119,0.571431001,904
NONMMUG021119,0.5713485,905
Gm8203,0.571234896,906
AC109139.1,0.571172231,907
5033428I22Rik,0.570771189,908
NONMMUG032624,0.570729422,909
NONMMUG032810,0.570661915,910
NONMMUG015667,0.570317465,911
NONMMUG017533,0.570243452,912
5730446D14Rik,0.570148929,913
NONMMUG014876,0.56992487,914
NONMMUG007952,0.569923477,915
NONMMUG037514,0.569886728,916
NONMMUG005876,0.569839783,917
AC163629.1,0.569715602,918
Gm11669,0.569642106,919
NONMMUG011486,0.569548553,920
NONMMUG001033,0.56937838,921
NONMMUG023847,0.569323391,922
NONMMUG036967,0.569233989,923
NONMMUG013868,0.569059045,924
NONMMUG002740,0.569052725,925
NONMMUG022670,0.568900639,926
NONMMUG035780,0.568817476,927
NONMMUG004160,0.568535719,928
NONMMUG012270,0.568315042,929
9130230N09Rik,0.568273453,930
NONMMUG017047,0.568210286,931
NONMMUG017316,0.568012551,932
NONMMUG018754,0.567870933,933
B130055M24Rik,0.56783302,934
A630052C17Rik,0.567722563,935
Gm3828,0.567557185,936
1700020I14Rik,0.56748676,937
NONMMUG042916,0.567331327,938
NONMMUG032009,0.567277808,939
NONMMUG036566,0.567228907,940
AC132684.1,0.567210786,941
Gm4189,0.567198425,942
AL671873.1,0.567003503,943
NONMMUG020614,0.566944491,944
Gm14330,0.566850714,945
NONMMUG003502,0.566645403,946
NONMMUG009558,0.566531332,947
RPI002_012864,0.566334756,948
NONMMUG026150,0.566252808,949
NONMMUG004385,0.566240832,950
NONMMUG015516,0.566054748,951
NONMMUG014501,0.566026617,952
NONMMUG041665,0.565961172,953
NONMMUG019870,0.565945364,954
NONMMUG003510,0.565941185,955
RPI002_012741,0.56585586,956
AC107641.2,0.565765376,957
NONMMUG021687,0.565764628,958
RPI002_010052,0.565665663,959
NONMMUG014573,0.565542789,960
NONMMUG002809,0.564966003,961
Gm17414,0.564867854,962
NONMMUG026973,0.564777041,963
NONMMUG001409,0.564672134,964
NONMMUG004761,0.564396662,965
Gm12473,0.564341199,966
NONMMUG007869,0.56429548,967
NONMMUG000111,0.56405332,968
NONMMUG015279,0.563599075,969
NONMMUG043938,0.563399866,970
4930470G03Rik,0.563378576,971
NONMMUG012996,0.563255655,972
AC133646.1,0.563068304,973
NONMMUG025835,0.563068283,974
NONMMUG040894,0.562720492,975
NONMMUG031624,0.562657871,976
NONMMUG017750,0.562591737,977
NONMMUG011827,0.562538282,978
Gm9899,0.562370367,979
NONMMUG020950,0.562322361,980
Gm15581,0.562294866,981
NONMMUG012020,0.561953781,982
AC149055.1,0.56153169,983
Gm16538,0.561371565,984
NONMMUG013825,0.561277146,985
NONMMUG033589,0.560975234,986
AC167234.1,0.560876276,987
NONMMUG044196,0.560819298,988
NONMMUG002055,0.560744772,989
NONMMUG010555,0.560741448,990
NONMMUG027526,0.560627887,991
NONMMUG001389,0.560499398,992
NONMMUG006871,0.560383376,993
RPI002_013897,0.560296363,994
NONMMUG003824,0.560227635,995
NONMMUG018521,0.55987474,996
NONMMUG015535,0.559818066,997
NONMMUG027901,0.559750631,998
NONMMUG010923,0.559730515,999
NONMMUG014958,0.559425162,1000
NONMMUG033638,0.559348207,1001
Gm16141,0.559130972,1002
NONMMUG005086,0.559096478,1003
RPI002_008996,0.559056799,1004
NONMMUG012056,0.559051452,1005
Gm14872,0.559013593,1006
NONMMUG033029,0.558976641,1007
NONMMUG025545,0.558897634,1008
NONMMUG028993,0.558892884,1009
NONMMUG008062,0.558833294,1010
NONMMUG028395,0.558805858,1011
NONMMUG005059,0.5586333,1012
NONMMUG023940,0.558602499,1013
NONMMUG041453,0.558438195,1014
NONMMUG010701,0.558265792,1015
NONMMUG002500,0.558164584,1016
NONMMUG000165,0.558156582,1017
NONMMUG035374,0.558011333,1018
AC079245.1,0.557983617,1019
AC098877.1,0.557956944,1020
NONMMUG014869,0.557908616,1021
NONMMUG030815,0.557907698,1022
NONMMUG022910,0.557734296,1023
AC170864.1,0.557697705,1024
NONMMUG029603,0.557693649,1025
NONMMUG000486,0.557566755,1026
Gm12359,0.557539498,1027
Gm12796,0.557474732,1028
NONMMUG009611,0.557336387,1029
Gm12838,0.557261035,1030
NONMMUG020687,0.557214666,1031
NONMMUG015333,0.557045538,1032
AL646002.1,0.556786921,1033
AC163623.1,0.556696301,1034
NONMMUG018470,0.556588764,1035
AC102815.1,0.556527548,1036
NONMMUG025904,0.55644643,1037
NONMMUG033947,0.556290553,1038
NONMMUG020724,0.556247283,1039
NONMMUG041686,0.556246382,1040
NONMMUG032812,0.556026253,1041
NONMMUG019939,0.555955491,1042
NONMMUG029258,0.555491922,1043
AC122808.1,0.555478617,1044
NONMMUG014857,0.555471914,1045
NONMMUG027784,0.555320758,1046
Gm21963,0.555290777,1047
NONMMUG006571,0.555261158,1048
NONMMUG021299,0.555254644,1049
NONMMUG039017,0.555227829,1050
Gm16537,0.555124885,1051
NONMMUG020029,0.555117728,1052
NONMMUG024600,0.555082023,1053
NONMMUG015726,0.555066521,1054
NONMMUG011118,0.554901836,1055
NONMMUG014950,0.554755721,1056
NONMMUG021329,0.554595123,1057
NONMMUG004667,0.554594457,1058
RPI002_011088,0.554581015,1059
AL772401.1,0.554546336,1060
NONMMUG013255,0.554531364,1061
NONMMUG005291,0.554400634,1062
NONMMUG041643,0.554200735,1063
NONMMUG025125,0.554173941,1064
Gm4468,0.553892678,1065
NONMMUG035333,0.55384089,1066
NONMMUG045286,0.553813582,1067
RPI002_012145,0.553782978,1068
NONMMUG009158,0.55373364,1069
NONMMUG039341,0.553597618,1070
NONMMUG009241,0.553482245,1071
9130019P16Rik,0.553446615,1072
NONMMUG045524,0.553193488,1073
NONMMUG040843,0.553113338,1074
NONMMUG042612,0.55306362,1075
Gm26461,0.553024981,1076
Gm12279,0.552895702,1077
NONMMUG016333,0.552808623,1078
NONMMUG000381,0.552765496,1079
NONMMUG029113,0.552671362,1080
NONMMUG041564,0.552557571,1081
Etohd2,0.552427665,1082
NONMMUG034049,0.552265363,1083
RP23-267D22.1,0.552231166,1084
NONMMUG010894,0.552202809,1085
NONMMUG022725,0.552105855,1086
NONMMUG017057,0.552023195,1087
NONMMUG004532,0.551941014,1088
NONMMUG029181,0.551724817,1089
RPI001_808050,0.551703369,1090
NONMMUG035769,0.551419399,1091
NONMMUG042636,0.551398405,1092
NONMMUG038113,0.551273855,1093
NONMMUG019535,0.551112696,1094
NONMMUG017401,0.550929407,1095
NONMMUG001680,0.550873354,1096
NONMMUG038559,0.550735425,1097
NONMMUG017456,0.550552984,1098
NONMMUG033630,0.550462622,1099
NONMMUG021636,0.550454778,1100
NONMMUG004116,0.550401167,1101
NONMMUG017317,0.550370585,1102
Gm20379,0.550347898,1103
NONMMUG028062,0.550335783,1104
NONMMUG009705,0.550218307,1105
Gm16049,0.550005431,1106
NONMMUG004581,0.54999673,1107
NONMMUG029377,0.549961977,1108
NONMMUG009797,0.549886282,1109
NONMMUG004679,0.549816323,1110
NONMMUG006563,0.549759139,1111
NONMMUG008438,0.549516908,1112
NONMMUG006101,0.549425319,1113
NONMMUG010931,0.549411431,1114
mrhl,0.549393308,1115
NONMMUG025473,0.549379283,1116
NONMMUG013757,0.549353703,1117
6820431F20Rik,0.54930363,1118
NONMMUG035891,0.54930225,1119
NONMMUG043293,0.549221522,1120
NONMMUG037381,0.549034482,1121
Gm22982,0.548985457,1122
NONMMUG039381,0.548972541,1123
NONMMUG030960,0.548949036,1124
NONMMUG024433,0.548931492,1125
NONMMUG004092,0.548923716,1126
RPI002_010799,0.54879042,1127
NONMMUG035442,0.548715443,1128
Gm13875,0.548711786,1129
Gm10154,0.54867807,1130
NONMMUG010168,0.548621074,1131
AC129605.1,0.54860204,1132
NONMMUG012983,0.548600003,1133
Gm15623,0.54851862,1134
NONMMUG017862,0.548509246,1135
Gm24826,0.548449905,1136
NONMMUG010602,0.548308074,1137
NONMMUG015296,0.54824785,1138
NONMMUG013497,0.548021299,1139
Gm11762,0.548014775,1140
NONMMUG004976,0.547790706,1141
NONMMUG006010,0.547733867,1142
NONMMUG029490,0.547620992,1143
NONMMUG021731,0.547368301,1144
NONMMUG015466,0.54734504,1145
NONMMUG018050,0.547343583,1146
NONMMUG014457,0.54726362,1147
NONMMUG032320,0.54690468,1148
NONMMUG009428,0.546727241,1149
NONMMUG013116,0.546175218,1150
NONMMUG017310,0.546086253,1151
NONMMUG024018,0.546057459,1152
1700042G15Rik,0.546049556,1153
NONMMUG019351,0.545840834,1154
NONMMUG007420,0.545832172,1155
NONMMUG018086,0.545727914,1156
NONMMUG041163,0.54565107,1157
2610019E17Rik,0.545367513,1158
Gm16549,0.545230588,1159
NONMMUG029858,0.54519204,1160
NONMMUG003408,0.545183319,1161
NONMMUG020038,0.545181843,1162
NONMMUG046296,0.545145468,1163
NONMMUG009989,0.545144649,1164
Gm11401,0.545048378,1165
AC159256.1,0.544972733,1166
NONMMUG007883,0.544598108,1167
2410080I02Rik,0.54453587,1168
NONMMUG017409,0.544516567,1169
NONMMUG007307,0.544441548,1170
AL662835.2,0.544426693,1171
NONMMUG007729,0.5438016,1172
NONMMUG043805,0.543562218,1173
NONMMUG014391,0.543124583,1174
NONMMUG021279,0.543062592,1175
NONMMUG034800,0.543026358,1176
NONMMUG038310,0.543013051,1177
RPI002_008516,0.542965398,1178
BX537302.1,0.542942537,1179
NONMMUG003217,0.542902651,1180
NONMMUG024769,0.542820014,1181
NONMMUG039891,0.542792327,1182
NONMMUG015306,0.542785955,1183
NONMMUG020632,0.542663168,1184
NONMMUG011938,0.542390191,1185
NONMMUG023186,0.542378796,1186
NONMMUG039888,0.542255607,1187
NONMMUG030728,0.542192955,1188
NONMMUG019065,0.541909901,1189
NONMMUG034617,0.541753302,1190
NONMMUG031148,0.541746068,1191
NONMMUG020364,0.541700909,1192
NONMMUG016538,0.541649925,1193
F830208F22Rik,0.541590555,1194
NONMMUG017318,0.541556819,1195
NONMMUG005681,0.541360687,1196
NONMMUG028081,0.541292105,1197
NONMMUG014997,0.541268703,1198
NONMMUG030345,0.540930929,1199
AC164431.1,0.540886484,1200
NONMMUG041749,0.540820064,1201
NONMMUG011839,0.540676015,1202
NONMMUG018385,0.54058779,1203
NONMMUG014931,0.540551946,1204
NONMMUG012332,0.540498169,1205
NONMMUG017731,0.54041642,1206
NONMMUG018219,0.540359863,1207
NONMMUG030581,0.540317807,1208
NONMMUG025592,0.540299684,1209
NONMMUG007016,0.540223141,1210
NONMMUG029541,0.54005928,1211
NONMMUG009830,0.540059274,1212
NONMMUG028462,0.53985161,1213
Gm12868,0.539784538,1214
NONMMUG041986,0.539742433,1215
NONMMUG026969,0.539622181,1216
NONMMUG023549,0.539614457,1217
NONMMUG043423,0.539442521,1218
NONMMUG003493,0.53889564,1219
Gm15676,0.538586426,1220
NONMMUG037371,0.538380058,1221
Gm15829,0.538212657,1222
NONMMUG028098,0.538052591,1223
NONMMUG039236,0.537958933,1224
RP23-152P5.2,0.537829203,1225
NONMMUG003314,0.537739465,1226
RPI002_011909,0.537390186,1227
NONMMUG028129,0.537377945,1228
NONMMUG014525,0.53735991,1229
NONMMUG015370,0.537205296,1230
Six3os1,0.537132412,1231
NONMMUG017109,0.537071559,1232
NONMMUG013041,0.536954205,1233
NONMMUG042906,0.536832077,1234
NONMMUG020767,0.53660674,1235
NONMMUG042850,0.53655054,1236
NONMMUG021089,0.536405217,1237
NONMMUG031459,0.536334487,1238
NONMMUG034823,0.536284322,1239
NONMMUG010415,0.535983607,1240
NONMMUG003828,0.535982854,1241
NONMMUG001058,0.535865878,1242
NONMMUG013276,0.535859327,1243
NONMMUG014663,0.535833802,1244
NONMMUG031394,0.535624899,1245
NONMMUG014265,0.535520453,1246
Gm16283,0.535498909,1247
NONMMUG018214,0.535463398,1248
Gm16160,0.53545811,1249
Gm14639,0.535244114,1250
NONMMUG003730,0.535221738,1251
NONMMUG007407,0.535218885,1252
NONMMUG008924,0.535218704,1253
NONMMUG008889,0.535175714,1254
NONMMUG037149,0.53500295,1255
NONMMUG019573,0.534994403,1256
Gm7493,0.534906539,1257
9130024F11Rik,0.534775074,1258
NONMMUG019113,0.534711702,1259
AC160538.1,0.534677369,1260
NONMMUG032457,0.534596592,1261
NONMMUG031634,0.534443068,1262
NONMMUG033190,0.534406606,1263
NONMMUG012989,0.534128001,1264
NONMMUG004684,0.533855395,1265
NONMMUG001387,0.533844337,1266
NONMMUG017749,0.533826884,1267
NONMMUG033170,0.533661324,1268
NONMMUG037263,0.533430516,1269
NONMMUG036213,0.533350221,1270
Tug1,0.533268737,1271
NONMMUG025099,0.533171953,1272
NONMMUG042275,0.533025256,1273
NONMMUG003634,0.532901365,1274
NONMMUG042121,0.532780409,1275
NONMMUG044998,0.53275426,1276
AC119214.1,0.532444322,1277
NONMMUG037294,0.532406492,1278
NONMMUG034937,0.53240499,1279
NONMMUG012042,0.532385543,1280
NONMMUG003888,0.532281923,1281
NONMMUG023001,0.53226794,1282
NONMMUG036295,0.532051524,1283
NONMMUG021909,0.532025673,1284
NONMMUG009507,0.531793051,1285
NONMMUG008504,0.531540144,1286
NONMMUG019080,0.531483013,1287
NONMMUG012479,0.531221719,1288
NONMMUG043745,0.531170008,1289
NONMMUG019544,0.531122478,1290
NONMMUG018941,0.530956086,1291
Gm12827,0.530935997,1292
Gm12784,0.530878859,1293
NONMMUG025325,0.530716374,1294
Gm13005,0.530699365,1295
NONMMUG013738,0.530626055,1296
NONMMUG016091,0.53061849,1297
NONMMUG041068,0.530480941,1298
NONMMUG028364,0.530307714,1299
Meg3,0.530306797,1300
NONMMUG020425,0.530214356,1301
NONMMUG012829,0.530214315,1302
Rbfox3,0.530112861,1303
NONMMUG017369,0.53004414,1304
NONMMUG005524,0.530042531,1305
NONMMUG018435,0.529936033,1306
NONMMUG035388,0.529826066,1307
NONMMUG034660,0.529824725,1308
NONMMUG006859,0.52970437,1309
NONMMUG004465,0.529656453,1310
NONMMUG001834,0.529652598,1311
NONMMUG021541,0.529507145,1312
NONMMUG019937,0.529500336,1313
NONMMUG040977,0.52947661,1314
Gm16487,0.529399611,1315
NONMMUG018658,0.529378822,1316
NONMMUG017217,0.529310891,1317
Gm10443,0.529296988,1318
AC167362.1,0.529072986,1319
Gm12116,0.529061003,1320
Gm20444,0.529015624,1321
NONMMUG038514,0.528911281,1322
RPI002_011883,0.52888239,1323
Gm13156,0.528841613,1324
NONMMUG035239,0.528558535,1325
NONMMUG018439,0.528507036,1326
RPI002_008970,0.528392323,1327
NONMMUG029013,0.528271703,1328
NONMMUG024076,0.528189363,1329
NONMMUG041542,0.52809314,1330
NONMMUG033058,0.528085558,1331
Gm15138,0.528075182,1332
AC131692.1,0.527961472,1333
NONMMUG039561,0.5278368,1334
NONMMUG039436,0.527731559,1335
NONMMUG018661,0.527730921,1336
NONMMUG024388,0.527698989,1337
NONMMUG009598,0.527614677,1338
NONMMUG029726,0.527527199,1339
NONMMUG019499,0.527508093,1340
RPI002_012620,0.527397197,1341
NONMMUG012007,0.527342213,1342
RPI002_013211,0.527273322,1343
NONMMUG037678,0.527247388,1344
NONMMUG044004,0.527193559,1345
NONMMUG032469,0.527056387,1346
NONMMUG041885,0.527024374,1347
NONMMUG014363,0.527014793,1348
NONMMUG011396,0.526973417,1349
NONMMUG034811,0.526946455,1350
NONMMUG042971,0.526910671,1351
NONMMUG016150,0.526764732,1352
NONMMUG013874,0.52672258,1353
NONMMUG040354,0.526710915,1354
AL671335.1,0.526689547,1355
NONMMUG013521,0.526661383,1356
AC116732.1,0.526655077,1357
NONMMUG020085,0.526605169,1358
9130017K11Rik,0.526546463,1359
RPI002_010393,0.526471358,1360
NONMMUG028628,0.526420579,1361
NONMMUG039400,0.526350677,1362
NONMMUG010435,0.526344983,1363
1700095J03Rik,0.526131663,1364
NONMMUG027319,0.526094598,1365
Gm13707,0.526034041,1366
NONMMUG009377,0.526021294,1367
NONMMUG021712,0.525967063,1368
AC124762.1,0.525937418,1369
NONMMUG002368,0.52562812,1370
NONMMUG037091,0.525493818,1371
NONMMUG025903,0.525363793,1372
NONMMUG011389,0.525327684,1373
NONMMUG015233,0.525269905,1374
Gm15759,0.525160316,1375
NONMMUG031236,0.524964983,1376
NONMMUG035240,0.524794446,1377
NONMMUG036488,0.524775934,1378
NONMMUG042285,0.524604658,1379
NONMMUG016094,0.524596367,1380
Gm20687,0.524493181,1381
NONMMUG018870,0.524332685,1382
NONMMUG029897,0.52422257,1383
Gm20456,0.523961517,1384
G630016G05Rik,0.52393587,1385
NONMMUG006329,0.523893088,1386
NONMMUG037303,0.523869188,1387
AC115752.1,0.523715399,1388
NONMMUG028953,0.523666576,1389
NONMMUG019629,0.523579474,1390
NONMMUG014065,0.523538544,1391
NONMMUG028708,0.523538002,1392
NONMMUG002523,0.523537026,1393
NONMMUG012522,0.523444971,1394
Gm16599,0.523421343,1395
AY512931,0.523387849,1396
NONMMUG019922,0.523370256,1397
NONMMUG018737,0.523281502,1398
NONMMUG016236,0.523141201,1399
NONMMUG026976,0.523052966,1400
RPI002_011643,0.523042987,1401
Gm15441,0.52299413,1402
NONMMUG010574,0.522965443,1403
NONMMUG030565,0.522915788,1404
NONMMUG011466,0.52290036,1405
NONMMUG020944,0.522819949,1406
NONMMUG007938,0.52267419,1407
NONMMUG007730,0.5224184,1408
NONMMUG009921,0.522317373,1409
NONMMUG022993,0.522244173,1410
NONMMUG031985,0.522216582,1411
Gm12992,0.522184631,1412
NONMMUG003753,0.522114838,1413
Gm9769,0.521979778,1414
NONMMUG019068,0.521953829,1415
AC158975.1,0.521922881,1416
NONMMUG032685,0.521913928,1417
NONMMUG040934,0.521851186,1418
RPI002_012040,0.521740633,1419
NONMMUG033984,0.521450421,1420
NONMMUG010589,0.521346258,1421
BC042782,0.521284539,1422
Gm11957,0.521092982,1423
NONMMUG005169,0.52087725,1424
NONMMUG004702,0.520819517,1425
NONMMUG043330,0.520554763,1426
NONMMUG042968,0.520513997,1427
NONMMUG024452,0.520499676,1428
NONMMUG029459,0.520485916,1429
5330430P22Rik,0.520424904,1430
NONMMUG002910,0.520370422,1431
NONMMUG011622,0.520355224,1432
2410133F24Rik,0.520325664,1433
NONMMUG021094,0.520285355,1434
A830036E02Rik,0.520261882,1435
NONMMUG018207,0.520142092,1436
NONMMUG021319,0.520095281,1437
NONMMUG043799,0.520082408,1438
NONMMUG021540,0.5200102,1439
AL672219.1,0.5199907,1440
NONMMUG022875,0.519751988,1441
NONMMUG016243,0.519586686,1442
NONMMUG009036,0.519441839,1443
AL845174.1,0.519395036,1444
NONMMUG012940,0.51904792,1445
NONMMUG016730,0.519026228,1446
Gm22667,0.518931768,1447
NONMMUG014386,0.518889639,1448
NONMMUG021283,0.518885889,1449
NONMMUG032754,0.518754866,1450
NONMMUG007536,0.518678385,1451
NONMMUG004450,0.518636849,1452
1700109F18Rik,0.518628496,1453
Gm15891,0.518610657,1454
Gm14169,0.518561247,1455
NONMMUG029073,0.518399522,1456
NONMMUG008098,0.518379906,1457
Gm15645,0.518375158,1458
NONMMUG041724,0.518353381,1459
Gm15046,0.518309907,1460
NONMMUG003207,0.518225605,1461
NONMMUG038891,0.518160038,1462
NONMMUG024918,0.518144543,1463
NONMMUG032193,0.518113189,1464
Gm15743,0.518014007,1465
NONMMUG035914,0.51777671,1466
NONMMUG013866,0.51768843,1467
NONMMUG015832,0.517598739,1468
RPI002_013299,0.51755106,1469
Gm15601,0.517307349,1470
NONMMUG001177,0.517306389,1471
NONMMUG025141,0.517206878,1472
NONMMUG036091,0.517081741,1473
1700045H11Rik,0.5169173,1474
NONMMUG017139,0.516903768,1475
NONMMUG039937,0.516891604,1476
NONMMUG002198,0.516890447,1477
NONMMUG011195,0.516792854,1478
NONMMUG017115,0.516786026,1479
NONMMUG009846,0.51665505,1480
NONMMUG036965,0.516570129,1481
NONMMUG003452,0.516544878,1482
NONMMUG003344,0.516503307,1483
NONMMUG019929,0.516471388,1484
NONMMUG037694,0.516360476,1485
Gm16192,0.516353396,1486
NONMMUG032589,0.516175814,1487
NONMMUG025749,0.516125373,1488
NONMMUG005514,0.516082818,1489
NONMMUG042499,0.516006354,1490
C230012O17Rik,0.515975281,1491
NONMMUG043580,0.515971603,1492
